descripcion	canntidad	valor	fecha							
BICARBONATO EL   	1	750	28/04/2025							
BICARBONATO EL   	1	750	28/04/2025							
CHEETOS TRISSI   	1	1600	28/04/2025							
PAPA MARGARITA   	1	2200	28/04/2025							
DORITOS MEGAQU   	1	3800	28/04/2025							
TODO RICO NATU   	1	2800	28/04/2025							
TODO RICO NATU   	1	2800	28/04/2025							
QUESO BLANCO X   	1	4100	28/04/2025							
QUESO D. CREMA   	1	3900	28/04/2025							
PANELA PASTILL   	1	2700	28/04/2025							
PANELA PASTILL   	1	2700	28/04/2025							
BON YURT ALPIN   	1	3900	28/04/2025							
BONYURT PIAZZA   	1	3900	28/04/2025							
MARGARINA LA F   	1	2350	28/04/2025							
SOPA LA SOPERA   	1	1600	28/04/2025							
SOPA LA SOPERA   	1	1600	28/04/2025							
SOPA LA SOPERA   	1	1600	28/04/2025							
HARINA DE TRIG   	1	2800	28/04/2025							
FRIJOL BOLA RO   	1	5650	28/04/2025							
AZUCAR RIOPAIL   	1	2800	28/04/2025							
AZUCAR MANUELI   	1	2600	28/04/2025							
MACARRON DORIA   	1	3650	28/04/2025							
TH NOSOTRAS IN   	1	13950	28/04/2025							
JABON DOVE ORI   	1	4150	28/04/2025							
JABON DOVE ORI   	1	4150	28/04/2025							
DESOD DOVE DER   	1	1100	28/04/2025							
DESOD BALANCE    	1	1250	28/04/2025							
DESOD BALANCE    	1	1250	28/04/2025							
CREMA COLGATE    	1	4150	28/04/2025							
CREMA COLGATE    	1	4150	28/04/2025							
HUEVO EXTRA X    	1	16950	28/04/2025							
ARROZ ROA X 5    	1	22400	28/04/2025							
COLCAFE GRANUL   	1	33350	28/04/2025							
COCA COLA 400    	1	2500	28/04/2025							
YOGURT ALPINA    	1	8950	28/04/2025							
LECHE DO?A LEC   	5	4200	28/04/2025							
LECHE COORA DE   	1	4700	28/04/2025							
LECHE COORA EN   	1	3450	28/04/2025							
AGUA PURA CON    	1	3300	28/04/2025							
PEKITAS          	1	1800	28/04/2025							
FIDEOS SAN REM   	1	1600	28/04/2025							
PEKITAS          	1	1800	28/04/2025							
JABON PUMA DAD   	1	2600	28/04/2025							
CREMA LAVA LOZ   	1	5950	28/04/2025							
AGUARDIENTE NE   	1	35550	28/04/2025							
JAMON SANDUCHE   	1	5300	28/04/2025							
MARGARINA LA P   	1	1850	28/04/2025							
DET DERSA BICA   	1	9550	28/04/2025							
DET DERSA BICA   	1	9550	28/04/2025							
CLOROX CTE X 1   	1	4500	28/04/2025							
PAPA CABELLO D   	1	4300	28/04/2025							
TOSTADA MANTEQ   	1	5800	28/04/2025							
TOSTADA MANTEQ   	1	5800	28/04/2025							
AGUARDIENTE NE   	1	11950	28/04/2025							
HUEVO A BOLSA    	1	2500	28/04/2025							
TODORICO PICAD   	1	2800	28/04/2025							
HUEVO A BOLSA    	1	2500	28/04/2025							
MARGARINA CAMP   	1	6700	28/04/2025							
QUESITO ALPINA   	1	5650	28/04/2025							
GOMAS TRULULU    	1	2250	28/04/2025							
NATUCHIPS PLAT   	1	2200	28/04/2025							
CHOCLITOS LIMO   	1	7000	28/04/2025							
TODO RICO CRIO   	1	2800	28/04/2025							
QUIPITOS POS S   	1	600	28/04/2025							
QUIPITOS POS S   	1	600	28/04/2025							
BBB              	1	600	28/04/2025							
BBB              	1	600	28/04/2025							
CHOCOLATINA KI   	1	1500	28/04/2025							
CAFE LA BASTIL   	1	8700	28/04/2025							
HUEVO X 15 UND   	1	8550	28/04/2025							
DOG CHOW RZ/PE   	1	16500	28/04/2025							
JABON JYJ ROSA   	1	3600	28/04/2025							
AGUA PURA CON    	1	3300	28/04/2025							
HUEVO A BOLSA    	1	2500	28/04/2025							
GALLETA OREO S   	1	1000	28/04/2025							
SALCHICHON TRA   	1	2650	28/04/2025							
COCA COLA 2 LT   	1	5500	28/04/2025							
DETER COORA LI   	1	20700	28/04/2025							
AZUCAR MANUELI   	1	5250	28/04/2025							
CHOCOLATINA KI   	1	1500	28/04/2025							
DORITOS DINAMI   	1	7900	28/04/2025							
DORITOS DINAMI   	1	7900	28/04/2025							
MR TEA DURAZNO   	1	4900	28/04/2025							
SERVILLETA FAM   	1	4750	28/04/2025							
PH FAMILIA MEG   	1	9500	28/04/2025							
TOALLA COCINA    	1	10500	28/04/2025							
CAFE TOSTAO X    	1	15150	28/04/2025							
COCA COLA 1.5    	1	5700	28/04/2025							
COCA COLA 250    	1	1750	28/04/2025							
AGUA CRISTAL 3   	1	3500	28/04/2025							
BOLSA PARA EMP   	1	300	28/04/2025							
SH PANTENE RES   	1	1000	28/04/2025							
AGUA BRISA PET   	1	1500	28/04/2025							
AGUA CRISTAL X   	1	1200	28/04/2025							
PAN BLANCO X 3   	1	4800	28/04/2025							
HUEVO EXTRA X    	1	16950	28/04/2025							
LECHE COORA DE   	1	4700	28/04/2025							
AGUA BRISA PET   	1	1500	28/04/2025							
TODO RICO BBQ    	1	19950	28/04/2025							
TODO RICO CRIO   	1	2800	28/04/2025							
PAPA SUPER RIC   	1	2000	28/04/2025							
BOLSA PARA EMP   	1	300	28/04/2025							
CHOCOLATINA SN   	1	4900	28/04/2025							
SALCHICHON CER   	1	2500	28/04/2025							
CHEETOS MAXI N   	1	1600	28/04/2025							
BOCADILLO COMB   	1	1000	28/04/2025							
ENCENDEDOR FRA   	1	1250	28/04/2025							
POKER LATA X 3   	1	17100	28/04/2025							
AGUARDIENTE NE   	1	35550	28/04/2025							
BOLSA PARA EMP   	1	300	28/04/2025							
GALLETA CHOKIS   	1	1700	28/04/2025							
MANI MOTO LIMO   	1	1600	28/04/2025							
HIT 500 UNIDAD   	1	2500	28/04/2025							
PONQUE CHOCOSO   	1	2200	28/04/2025							
ACEITE GIRASOL   	1	7450	28/04/2025							
PONY MALTA PET   	1	1350	28/04/2025							
DETODITO LIMON   	1	2900	28/04/2025							
PONY MALTA PET   	1	1350	28/04/2025							
HUEVO EXTRA X    	1	16950	28/04/2025							
HUEVO EXTRA X    	1	16950	28/04/2025							
HUEVO A X 30 U   	1	13900	28/04/2025							
CHOCOLATE SOL    	1	12350	28/04/2025							
RAID MAX CUCAR   	1	16200	28/04/2025							
AGUA CRISTAL X   	1	1200	28/04/2025							
PAN HAMBURGUES   	1	3800	28/04/2025							
LAVAPLATOS COO   	1	3300	28/04/2025							
MANI LA ESPECI   	1	2700	28/04/2025							
SPARKIES UNIDA   	1	1500	28/04/2025							
DETODITO 4 BBQ   	1	2900	28/04/2025							
GELATINA  BOGG   	1	3000	28/04/2025							
PLATOS BLANCO    	1	2850	28/04/2025							
CHOKIS*          	1	1600	28/04/2025							
CHOKIS*          	1	1600	28/04/2025							
MUSTANG AZUL X   	1	5600	28/04/2025							
JABON REY X 30   	1	2800	28/04/2025							
VASO 5 ONZAS T   	1	2200	28/04/2025							
LECHE COORA EN   	1	3450	28/04/2025							
HARINA PAN BLA   	1	4000	28/04/2025							
PANELA TOTUMAL   	1	4500	28/04/2025							
SALSA DE CIRUE   	1	5600	28/04/2025							
DULCE LOKI?O S   	1	8300	28/04/2025							
BUDWEISER LATA   	1	13550	28/04/2025							
FILTRO PAPEL A   	1	5750	28/04/2025							
PANELA TOTUMAL   	1	6400	28/04/2025							
ACEITE CAMPO S   	1	7300	28/04/2025							
LECHE COORA EN   	1	3450	28/04/2025							
LECHE COORA EN   	1	3450	28/04/2025							
HALLS BARRA UN   	1	1600	28/04/2025							
PANELITA DE LE   	1	1000	28/04/2025							
ACEITE SOLISOY   	1	129400	28/04/2025							
COLOR X 500 LA   	1	5800	28/04/2025							
MORITAS COLOMB   	1	6750	28/04/2025							
MORITAS COLOMB   	1	6750	28/04/2025							
ACEITE SOLISOY   	1	129400	28/04/2025							
AGUILA LATA 35   	1	17300	28/04/2025							
COLCAFE CLASIC   	1	6500	28/04/2025							
SEVEN UP H2Oh!   	1	2600	28/04/2025							
VIVE 100 X 400   	1	2550	28/04/2025							
TE HATSUX 400    	1	4500	28/04/2025							
SEVEN UP H2Oh!   	1	2600	28/04/2025							
HUEVO A BOLSA    	1	2500	28/04/2025							
PAPA SUPER RIC   	1	7400	28/04/2025							
BOCADILLO COMB   	1	1000	28/04/2025							
AREPA PAISA PI   	1	2300	28/04/2025							
COCA COLA 400    	1	2500	28/04/2025							
ACEITE SOLISOY   	1	2300	28/04/2025							
BOLSA PARA EMP   	1	300	28/04/2025							
GALLETA OREO T   	1	3600	28/04/2025							
VIVE 100 FRUTO   	1	2500	28/04/2025							
MONELLO GATO A   	1	22100	28/04/2025							
PONQUE BLOQUE    	1	10500	28/04/2025							
PONQUE BLOQUE    	1	10500	28/04/2025							
AGUA BRISA MAN   	1	1300	28/04/2025							
TOALLITA HUM H   	1	7900	28/04/2025							
GALLETA OREO S   	1	1000	28/04/2025							
GALLETA OREO S   	1	1000	28/04/2025							
GALLETA OREO S   	1	1000	28/04/2025							
YOGO-YOGO DE F   	1	6200	28/04/2025							
BOLSA PARA EMP   	1	300	29/04/2025							
CHOCOLATE ZB C   	1	12150	29/04/2025							
ACEITE GIRASOL   	1	14600	29/04/2025							
GARBANZO COORA   	1	4950	29/04/2025							
FRIJOL BOLA RO   	1	5650	29/04/2025							
LENTEJA COORAT   	1	4100	29/04/2025							
SERVILLETA PRA   	1	2500	29/04/2025							
PALETA COMBINA   	3	1700	29/04/2025							
BROWNIE AREQUI   	1	3050	29/04/2025							
AGUA CRISTAL B   	1	650	29/04/2025							
GALLETA DANESA   	1	2200	29/04/2025							
SUPER CALADITO   	1	6950	29/04/2025							
PASTA DE TOMAT   	1	6100	29/04/2025							
QUATRO 1.5       	1	4500	29/04/2025							
BLANCOX REP RO   	1	2450	29/04/2025							
DETER COORA LI   	1	10450	29/04/2025							
PONQUE GALA SU   	1	1900	29/04/2025							
CHEETOS MAXI N   	1	1600	29/04/2025							
RANCHERA 5 PAC   	1	5900	29/04/2025							
BIANCHI BLANCO   	1	9850	29/04/2025							
CHEESE TRIS QU   	1	1600	29/04/2025							
DORITOS DINAMI   	1	2700	29/04/2025							
DETODITO MIX X   	1	3000	29/04/2025							
VINO Z OPORTO    	1	74900	29/04/2025							
RANCHERA 5 PAC   	1	5900	29/04/2025							
HUEVO X 15 UND   	1	8550	29/04/2025							
JUGO DEL VALLE   	1	5500	29/04/2025							
SOPA AJINOMEN    	1	2900	29/04/2025							
LENTEJA COORAT   	1	4100	29/04/2025							
AROMATICA MANZ   	1	3650	29/04/2025							
PAN TAJADO GUA   	1	7000	29/04/2025							
COMPOTA S/J DO   	1	2650	29/04/2025							
COMPOTA BABY F   	1	2300	29/04/2025							
AGUA SAVILOE X   	1	2600	29/04/2025							
SERVILLETAS NU   	1	2450	29/04/2025							
CONDIM EL REY    	1	2300	29/04/2025							
GELATINA FRUTI   	1	2900	29/04/2025							
BASE PARA POLL   	1	4600	29/04/2025							
CANELA ASTILLA   	1	2400	29/04/2025							
TH TENA MUJER    	1	11900	29/04/2025							
JABON FAB BARR   	1	3050	29/04/2025							
NUYEZ MOSCADA    	1	5850	29/04/2025							
VINAGRE COORA    	1	2000	29/04/2025							
GUANTE COORA D   	1	3600	29/04/2025							
SUAVITEL FRESC   	1	1800	29/04/2025							
AGUA MANANTIAL   	1	2900	29/04/2025							
TAJADITAS SUPE   	1	2200	29/04/2025							
GALLETA SALTIN   	1	5450	29/04/2025							
AGUA PURA CON    	1	3300	29/04/2025							
PEKITAS          	1	1800	29/04/2025							
CIGARRILLO L&M   	1	4300	29/04/2025							
COLCAFE VAINIL   	1	8650	29/04/2025							
COCOA CORONA X   	1	9850	29/04/2025							
VIVAPLATANO X    	1	2150	29/04/2025							
CHOC JET NUEVO   	1	11250	29/04/2025							
HUEVO EXTRA X    	1	16950	29/04/2025							
GALLETA SALTIN   	1	5950	29/04/2025							
MOGOLLA INTEGR   	1	8300	29/04/2025							
TOSTADAS GUADA   	1	3400	29/04/2025							
TOSTADAS INTEG   	1	3500	29/04/2025							
CONCHAS LA MU?   	1	2200	29/04/2025							
SUPERICOS X 50   	1	3250	29/04/2025							
CHOCOLATE ZB C   	1	12150	29/04/2025							
JABON REY X 4    	1	10950	29/04/2025							
ALPISTE LIBRA    	1	3900	29/04/2025							
SALCHICHA TRAD   	1	3700	29/04/2025							
MUSTANG AZUL X   	1	5600	29/04/2025							
CIGARRILLO L&M   	1	4300	29/04/2025							
LIMPIAVIDRIOS    	1	3850	29/04/2025							
DESENGR ZULLY    	1	4200	29/04/2025							
SANPIC ALEGRIA   	1	4950	29/04/2025							
ARROZ ROA KILO   	1	4600	29/04/2025							
CABELLO DE ANG   	1	2150	29/04/2025							
ARROZ SUPREMO    	4	2500	29/04/2025							
SARDINA SOBERA   	1	4350	29/04/2025							
MARGARINA LA F   	1	2350	29/04/2025							
SALSA TOMATE B   	1	2000	29/04/2025							
AROMATICA HIER   	1	3650	29/04/2025							
CREMA DE LECHE   	1	5300	29/04/2025							
COLOMBIANA CER   	1	3500	29/04/2025							
DORITOS DINAMI   	1	2700	29/04/2025							
BASE GULASH MA   	1	4650	29/04/2025							
SALSA BBQ FRUC   	1	2600	29/04/2025							
MAIZENA FECULA   	1	3550	29/04/2025							
CHOCMELOS  COR   	1	2000	29/04/2025							
ALPINITO FRUTO   	1	2250	29/04/2025							
YOX x 100 SURT   	1	2350	29/04/2025							
RICA PASTA MAG   	1	800	29/04/2025							
RICA PASTA MAG   	1	800	29/04/2025							
SALCHICHA MANG   	1	3200	29/04/2025							
MAIZ ROCOL COO   	1	1700	29/04/2025							
ACHIRAS COLACI   	1	2300	29/04/2025							
COCA COLA MINI   	1	9400	29/04/2025							
GALLETA CLUB S   	4	850	29/04/2025							
PONY MALTA MIN   	1	7850	29/04/2025							
GALLETA FESTIV   	1	12600	29/04/2025							
AVENA QUAKER X   	1	7600	29/04/2025							
SPAGUETTI SAN    	1	1600	29/04/2025							
CUCHUCO DE CEB   	1	3100	29/04/2025							
LECHE COORA EN   	1	25200	29/04/2025							
BOLSA PARA EMP   	1	300	29/04/2025							
SOPA AJINOMEN    	1	3000	29/04/2025							
YOGO CEREAL FR   	1	2350	29/04/2025							
QUATRO X 400     	1	2500	29/04/2025							
PAPA FOSFORITO   	1	7700	29/04/2025							
AGUA CRISTAL 1   	2	1800	29/04/2025							
MUSTANG AZUL P   	1	10900	29/04/2025							
MUSTANG AZUL P   	1	10900	29/04/2025							
MUSTANG AZUL P   	1	10900	29/04/2025							
MUSTANG AZUL X   	3	5600	29/04/2025							
ATUN DON SANCH   	1	5400	29/04/2025							
PONQUE GALA SU   	2	8900	29/04/2025							
BIG COLA PACA    	2	14650	29/04/2025							
CIGARRILLO L&M   	1	8500	29/04/2025							
AGUA PURA CON    	1	3300	29/04/2025							
SPRITE LIMA LI   	1	4500	29/04/2025							
SPRITE LIMA LI   	1	4500	29/04/2025							
DORITOS MEGAQU   	1	3800	29/04/2025							
CHUPA COORATIE   	1	5250	29/04/2025							
ESCOBA ZULIA D   	1	7950	29/04/2025							
TOALLA MANOS S   	1	7600	29/04/2025							
CHOCOLATE ZB C   	1	12150	29/04/2025							
PAPA MARGARITA   	1	2200	29/04/2025							
TALLARIN DORIA   	1	2250	29/04/2025							
CIPACAT X 500    	1	4800	29/04/2025							
REFRESCO BOKA    	1	850	29/04/2025							
ALPISTE LIBRA    	1	3900	29/04/2025							
REFRESCO BOKA    	1	850	29/04/2025							
CAFE SELLO ROJ   	1	15800	29/04/2025							
VASO 5 ONZAS T   	2	2200	29/04/2025							
BOLSA PARA EMP   	1	300	29/04/2025							
GELATINA BOGGY   	1	3000	29/04/2025							
TOSTACOS PICAN   	1	6800	29/04/2025							
ZUCARITAS BOLS   	1	16500	29/04/2025							
JAMON PIETRAN    	1	22650	29/04/2025							
BONYURT PIAZZA   	1	3900	29/04/2025							
BON YURT ALPIN   	1	3900	29/04/2025							
BON YURT ALPIN   	1	3900	29/04/2025							
BON YURT ALPIN   	1	3900	29/04/2025							
GELATINA GEL H   	1	5350	29/04/2025							
BOLSA PARA EMP   	1	300	29/04/2025							
BROWNIE MR. BR   	1	3000	29/04/2025							
GALLETA WAFERS   	1	3400	29/04/2025							
AGUA CRISTAL 6   	1	3800	29/04/2025							
SPAGUETTI MANT   	1	2700	29/04/2025							
GELATINA FRUTI   	1	1750	29/04/2025							
HUEVO EXTRA UN   	6	600	29/04/2025							
SALSA DE TOMAT   	1	1600	29/04/2025							
HUEVO EXTRA X    	1	16950	29/04/2025							
MARGARINA LA F   	1	2350	29/04/2025							
TALLARIN DORIA   	1	2250	29/04/2025							
COLCAFE CLASIC   	1	1200	29/04/2025							
HUEVO A BOLSA    	1	2500	29/04/2025							
SH DOVE CJN RE   	1	1100	29/04/2025							
GASEOSA COLOMB   	1	5000	29/04/2025							
CREMA DE LECHE   	1	5100	29/04/2025							
AGUILA LATA X    	1	3000	29/04/2025							
AGUILA LATA X    	1	3000	29/04/2025							
AGUILA LATA X    	1	3000	29/04/2025							
COCA COLA 1.5    	1	5700	29/04/2025							
ATUN VAN CAMPS   	1	6700	29/04/2025							
CHORIZO SANTAR   	1	9250	29/04/2025							
BOLSA PARA EMP   	1	300	29/04/2025							
BRETA?A PET 1.   	1	4000	29/04/2025							
AGUA H2OH 1.5    	1	4000	29/04/2025							
ATUN VAN CAMPS   	1	6700	29/04/2025							
ALFAJOR DEL CE   	1	2100	29/04/2025							
HARINA PAN BLA   	1	4000	29/04/2025							
PH FAMILIA MEG   	1	2200	29/04/2025							
DETER LA JOYA    	1	2650	29/04/2025							
SUAVITEL FRESC   	1	1800	29/04/2025							
SPAGHETTI DORI   	1	4900	29/04/2025							
PAPA FROZZEN C   	1	6950	29/04/2025							
AGUA CRISTAL 6   	1	3800	29/04/2025							
ALFAJOR GALL R   	1	4200	29/04/2025							
CIGARRILLO L&M   	1	4300	29/04/2025							
LUKER CHOCOEXP   	1	10450	29/04/2025							
PINOLINA BAMBO   	1	9100	29/04/2025							
DET RINDEX FLO   	1	11450	29/04/2025							
MAQUINA PREST    	1	2900	29/04/2025							
AGUILA LATA 35   	1	17300	29/04/2025							
AGUA CRISTAL 6   	1	3800	29/04/2025							
COCA COLA ZERO   	1	5500	29/04/2025							
BROWNIE CHOCOL   	1	3100	29/04/2025							
GALA MITI X12    	1	13100	29/04/2025							
AROMATICAS PAN   	1	6000	29/04/2025							
MAIZITOS HABAN   	1	7500	29/04/2025							
LONJA DE BOCAD   	1	4350	29/04/2025							
PAPA SUPER RIC   	1	2000	29/04/2025							
PAPA SUPER RIC   	1	2000	29/04/2025							
HUEVO EXTRA X    	1	16950	29/04/2025							
SH SEDAL RIZOS   	1	18650	29/04/2025							
CHOCOLATE M&M    	1	4900	29/04/2025							
TE HINDU X 12    	1	3950	29/04/2025							
ESPONJA LA MAQ   	1	1650	29/04/2025							
ACOND SAVITAL    	1	3450	29/04/2025							
CREMA COLGATE    	1	4800	29/04/2025							
ATUN SOBERANA    	1	6250	29/04/2025							
CANELA ASTILLA   	1	2400	29/04/2025							
QUESO FINESSE    	1	14550	29/04/2025							
COLCAFE CLASIC   	1	20200	29/04/2025							
MANI LA ESPECI   	1	10100	29/04/2025							
CLAVO PEPA EL    	1	1500	29/04/2025							
JABON CRISTALI   	1	9350	29/04/2025							
CHOCOLATE LUKE   	1	8850	29/04/2025							
TRATAMIENTO NU   	1	17450	29/04/2025							
DESINF SANPIC    	1	1750	29/04/2025							
DETE FAB ULTRA   	1	9350	29/04/2025							
COCA COLA 400    	1	2500	29/04/2025							
BOLIQUESO X 34   	1	1700	29/04/2025							
CHEESE TRIS QU   	1	1600	29/04/2025							
MAIZ PIRA COOR   	1	2950	29/04/2025							
HUEVO X 15 UND   	1	8550	29/04/2025							
NARANYA X 2 LI   	1	850	29/04/2025							
NARANYA X 2 LI   	1	850	29/04/2025							
SANPIN VAINILL   	1	4950	29/04/2025							
HELADO CHOCOLI   	1	2000	29/04/2025							
VIVE 100% BEBI   	2	1950	29/04/2025							
TAKIS FUEGO X    	1	2950	29/04/2025							
PH SCOTT MAXI    	1	2300	29/04/2025							
AZUCAR MANUELI   	1	2600	29/04/2025							
ALIM GATOS DON   	1	6250	29/04/2025							
QUESO PARMESAN   	1	4750	29/04/2025							
RAVIOLI DE CAR   	1	10950	29/04/2025							
PASTA RIOKA MA   	1	1500	29/04/2025							
MAIZ PETO LIBR   	3	1450	29/04/2025							
MARGARINA LA F   	1	2350	29/04/2025							
ESPONJA E-10 M   	1	500	29/04/2025							
DULCES FRUTICA   	1	4500	29/04/2025							
PANELITAS        	3	500	29/04/2025							
CHOCOLATINA JU   	1	3100	29/04/2025							
ARROZ COORATIE   	1	2150	29/04/2025							
COLADA MAIZENA   	1	1700	29/04/2025							
YOGO YOGO X 15   	1	1800	29/04/2025							
HUEVO A BOLSA    	1	2500	29/04/2025							
DESOD LADY S/S   	1	1200	29/04/2025							
DESOD SPEED ST   	1	1250	29/04/2025							
AZUCAR MANUELI   	1	2600	29/04/2025							
CHOCOLATINA JU   	1	1100	29/04/2025							
HUEVO A BOLSA    	1	2500	29/04/2025							
AGUARDIENTE NE   	1	11950	29/04/2025							
HELADO ARTESAN   	1	2900	29/04/2025							
CHOCOCONO + FL   	1	3200	29/04/2025							
SUPER AVENA HO   	1	7400	29/04/2025							
LECHE DE SOYA    	1	26450	29/04/2025							
NECTAR CALIFOR   	1	2700	29/04/2025							
PAN PERRO X 6    	1	4000	29/04/2025							
JUGO DEL VALLE   	1	5500	29/04/2025							
CHOCOLATE CORO   	1	6700	29/04/2025							
CANELA MOLIDA    	1	5000	29/04/2025							
CANELA ASTILLA   	1	2400	29/04/2025							
HARINA DE TRIG   	1	1700	29/04/2025							
GALLETA SALTIN   	1	8200	29/04/2025							
BICARBONATO EL   	1	750	29/04/2025							
AGUA PURA CON    	1	3300	29/04/2025							
MOGOLLA INTEGR   	1	3500	29/04/2025							
COLOR EL REY C   	1	1200	29/04/2025							
MAIZ PETO LIBR   	1	1450	29/04/2025							
CHOCOLATINA JU   	1	5600	29/04/2025							
SUAVITEL PRIMA   	1	12400	29/04/2025							
MANZANA POSTOB   	1	5000	29/04/2025							
CIGARRILLO L&M   	1	4300	29/04/2025							
CREMA COLGATE    	1	3700	29/04/2025							
PAPA SUPER RIC   	1	2000	29/04/2025							
ARROZ SUPREMO    	1	2500	29/04/2025							
MAIZ PIRA COOR   	1	2950	29/04/2025							
SOPA LA SOPERA   	1	1600	29/04/2025							
CHOC JET BLANC   	1	1800	29/04/2025							
BASE GULASH MA   	1	4650	29/04/2025							
GALLETA FESTIV   	1	9700	29/04/2025							
HUEVO X 15 UND   	1	8550	29/04/2025							
PALETA POLET F   	1	5000	29/04/2025							
KABANO BAKANO    	1	2500	29/04/2025							
KABANO BAKANO    	1	2500	29/04/2025							
LECHE COLANTA    	1	28300	29/04/2025							
QUESO BLANCO X   	1	7850	29/04/2025							
PAN GUADALUPRE   	1	6000	29/04/2025							
LECHE COORA DE   	1	4700	29/04/2025							
PANELA PASTILL   	1	2700	29/04/2025							
COCA COLA 1.5    	1	5700	29/04/2025							
GUANTES COORA    	1	5000	29/04/2025							
AGUA CRISTAL C   	1	1500	29/04/2025							
ARROZ FLOR HUI   	1	2300	29/04/2025							
RON SANTA FE x   	1	14800	29/04/2025							
COCA COLA 250    	1	1750	29/04/2025							
COLCAFE CLASIC   	1	1200	29/04/2025							
HUEVO A BOLSA    	1	2500	29/04/2025							
AGUA PURA CON    	1	3300	29/04/2025							
ATUN VAN CAMPS   	1	6700	29/04/2025							
ACEITE CANOLA    	1	27100	29/04/2025							
MOGOLLAS MOREN   	1	5450	29/04/2025							
CREMA COLGATE    	1	4150	29/04/2025							
DEDITOS NESTLE   	1	1250	29/04/2025			TOTAL VENTAS REAL		$ 3.684.650,76		
JAMON PIETRAN    	1	5500	29/04/2025							
GELATINA LIGHT   	1	2400	29/04/2025							
CHOCOLATE ZB C   	1	12150	29/04/2025							
SUNTEA FRUTOS    	1	1300	29/04/2025							
SUNTEA DURAZNO   	1	1300	29/04/2025							
LECHE COORA EN   	1	3450	29/04/2025							
CREMA DE LECHE   	1	3050	29/04/2025							
AROMATEL MANZA   	1	2900	29/04/2025							
CHOCOLATE KAVI   	1	6300	29/04/2025							
LECHE DO?A LEC   	1	4200	29/04/2025							
LECHE DO?A LEC   	1	4200	29/04/2025							
DORITOS MEGAQU   	1	3800	29/04/2025							
PAPAS MARG LIM   	1	3800	29/04/2025							
PANELON TOTUMA   	1	9450	29/04/2025							
GELATINA FRUTI   	1	4950	29/04/2025							
SALSINA EL REY   	1	1850	29/04/2025							
SALSA SOYA LA    	1	2150	29/04/2025							
LONJA DE BOCAD   	1	4350	29/04/2025							
SOPA AJINOMEN    	1	2900	29/04/2025							
PAN BIMBO BLAN   	1	6800	29/04/2025							
COLOR EL REY C   	1	1200	29/04/2025							
AGUA CRISTAL 6   	1	3800	29/04/2025							
MANI ESPECIAL    	1	2150	29/04/2025							
CURCUMA EL REY   	1	1950	29/04/2025							
CHOCOLATINA JE   	2	900	29/04/2025							
VELADORA BELLA   	1	1350	29/04/2025							
SAL REFISAL MA   	1	2250	29/04/2025							
AGUARDIENTE NE   	2	18300	29/04/2025							
LUCKY STRIKE A   	1	6400	29/04/2025							
SERVILLETA COO   	1	4400	29/04/2025							
PAN TAJADO EL    	1	5000	29/04/2025							
AGUA BRISA PET   	1	1500	29/04/2025							
MAIZITOS UNIDA   	1	1800	29/04/2025							
CALDO DO?A GAL   	1	3750	29/04/2025							
PALETA COMBINA   	1	1700	29/04/2025							
PALETA TOSH FR   	1	3100	29/04/2025							
PALETA COMBINA   	1	1700	29/04/2025							
PLATIILLO NAPO   	1	2850	29/04/2025							
TE HINDU VERDE   	1	11500	29/04/2025							
TE HINDU X 12    	1	3950	29/04/2025							
AROMATICA HIER   	1	3650	29/04/2025							
AROMATICA MANZ   	1	3650	29/04/2025							
HUEVO EXTRA X    	1	16950	29/04/2025							
BICARBONATO EL   	1	750	29/04/2025							
VINAGRETA BARY   	1	4500	29/04/2025							
MOGOLLA TRICER   	1	6700	29/04/2025							
BOLSA PARA EMP   	1	300	29/04/2025							
PANELA PASTILL   	1	2700	29/04/2025							
HUEVO EXTRA X    	1	16950	29/04/2025							
ACEITE CAMPO S   	1	7300	29/04/2025							
HUEVO EXTRA X    	1	16950	29/04/2025							
BOLSA PARA EMP   	1	300	29/04/2025							
BOLSA FAMILIAR   	1	2300	29/04/2025							
SALCHICHA TRAD   	1	5300	29/04/2025							
ARROZ CASANARE   	1	13500	29/04/2025							
AROMATEL FLORA   	1	2900	29/04/2025							
HUEVO A BOLSA    	1	2500	29/04/2025							
SARDINA SALSA    	1	3450	29/04/2025							
HUEVO A BOLSA    	1	2500	29/04/2025							
QUESO CREMA CO   	1	5800	29/04/2025							
GALLETA SALTIN   	1	5950	29/04/2025							
BOLSA FAMILIAR   	1	4950	29/04/2025							
FRUTI?O DE MAR   	1	850	29/04/2025							
LECHE COLANTA    	1	8200	29/04/2025							
TOSTADA GUADAL   	1	7500	29/04/2025							
LECHE COORA DE   	1	4700	29/04/2025							
CHOCOLATINA IT   	2	2550	29/04/2025							
NECTAR CALIFOR   	1	6200	29/04/2025							
HUEVO AA X 30    	1	15250	29/04/2025							
VASO 5 ONZAS T   	1	2200	29/04/2025							
CIPACAN ADULTO   	1	4750	29/04/2025							
NUTRECAN CROQU   	1	4700	29/04/2025							
CIPACAN ADULTO   	1	4750	29/04/2025							
RINGO ADULTO O   	1	5800	29/04/2025							
AZUCAR MANUELI   	4	2600	29/04/2025							
PONY MALTA PET   	1	1350	29/04/2025							
AXION DISCO X    	1	1700	29/04/2025							
BOM BOM BUM SU   	1	9650	29/04/2025							
CAFE AGUILA RO   	3	13650	29/04/2025							
VASO 5 ONZAS T   	3	2250	29/04/2025							
